
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
DataValue, 48, 5.8197E-06
DataValue, 47, 5.8555000000000009E-06
DataValue, 46, 5.903800000000001E-06
DataValue, 45, 5.9594000000000009E-06
DataValue, 44, 6.025500000000001E-06
DataValue, 43, 6.0941000000000007E-06
DataValue, 42, 6.175000000000001E-06
DataValue, 41, 6.2634000000000009E-06
DataValue, 40, 6.3616000000000011E-06
DataValue, 39, 6.4796000000000006E-06
DataValue, 38, 6.611100000000001E-06
DataValue, 37, 6.753E-06
DataValue, 36, 6.9048E-06
DataValue, 35, 7.070800000000001E-06
DataValue, 34, 7.2500000000000009E-06
DataValue, 33, 7.443600000000001E-06
DataValue, 32, 7.6539000000000014E-06
DataValue, 31, 7.8780000000000015E-06
DataValue, 30, 8.1176E-06
DataValue, 29, 8.3613E-06
DataValue, 28, 8.6183E-06
DataValue, 27, 8.8847000000000015E-06
DataValue, 26, 9.1611000000000011E-06
DataValue, 25, 9.4527E-06
DataValue, 24, 9.7491000000000012E-06
DataValue, 23, 1.0051E-05
DataValue, 22, 1.03583E-05
DataValue, 21, 1.0669100000000001E-05
DataValue, 20, 1.0977700000000002E-05
DataValue, 19, 1.1289100000000002E-05
DataValue, 18, 1.1586E-05
DataValue, 17, 1.1918E-05
DataValue, 16, 1.224E-05
DataValue, 15, 1.2578E-05
DataValue, 14, 1.2908E-05
DataValue, 13, 1.3244E-05
DataValue, 12, 1.3578000000000001E-05
DataValue, 11, 1.3906E-05
DataValue, 10, 1.4232E-05
DataValue, 9, 1.4566E-05
DataValue, 8, 1.4896000000000001E-05
DataValue, 7, 1.523E-05
DataValue, 6, 1.5558E-05
DataValue, 5, 1.5878E-05
DataValue, 4, 1.6202000000000002E-05
DataValue, 3, 1.6534E-05
DataValue, 2, 1.6862000000000002E-05
DataValue, 1, 1.718E-05
DataValue, 0, 1.7500000000000002E-05
DataValue, -1, 1.7822E-05
DataValue, -2, 1.8136E-05
DataValue, -3, 1.8456E-05
DataValue, -4, 1.8772E-05
DataValue, -5, 1.9082E-05
DataValue, -6, 1.9396000000000002E-05
DataValue, -7, 1.9696E-05
DataValue, -8, 2.0008000000000002E-05
DataValue, -9, 2.0322E-05
DataValue, -10, 2.0622E-05
DataValue, -11, 2.0924E-05
DataValue, -12, 2.1218E-05
DataValue, -13, 2.1510000000000002E-05
DataValue, -14, 2.1806E-05
DataValue, -15, 2.2108000000000002E-05
DataValue, -16, 2.2402E-05
DataValue, -17, 2.2694E-05
DataValue, -18, 2.298E-05
DataValue, -19, 2.3266E-05
DataValue, -20, 2.3552E-05
DataValue, -21, 2.3834000000000003E-05
DataValue, -22, 2.41E-05
DataValue, -23, 2.4386E-05
DataValue, -24, 2.4656000000000002E-05
DataValue, -25, 2.4934000000000002E-05
DataValue, -26, 2.5196E-05
DataValue, -27, 2.5474E-05
DataValue, -28, 2.574E-05
DataValue, -29, 2.6012E-05
DataValue, -30, 2.6252000000000002E-05
DataValue, -31, 2.6526E-05
DataValue, -32, 2.6782000000000002E-05
DataValue, -33, 2.7052E-05
DataValue, -34, 2.7296E-05
DataValue, -35, 2.754E-05
DataValue, -36, 2.7782000000000003E-05
DataValue, -37, 2.8036E-05
DataValue, -38, 2.828E-05
DataValue, -39, 2.8536000000000003E-05
DataValue, -40, 2.8776E-05
DataValue, -41, 2.9018000000000002E-05
DataValue, -42, 2.9236000000000003E-05
DataValue, -43, 2.9484E-05
DataValue, -44, 2.9708E-05
DataValue, -45, 2.9942000000000002E-05
DataValue, -46, 3.0158E-05
DataValue, -47, 3.0396000000000002E-05
DataValue, -48, 3.0612000000000004E-05
DataValue, -49, 3.0834E-05
DataValue, -50, 3.1058E-05
DataValue, -51, 3.1278E-05
DataValue, -52, 3.15E-05
DataValue, -53, 3.1698E-05
DataValue, -54, 3.1902E-05
DataValue, -55, 3.211E-05
DataValue, -56, 3.2324000000000004E-05
DataValue, -57, 3.2524E-05
DataValue, -58, 3.2722E-05
DataValue, -59, 3.2926E-05
DataValue, -60, 3.312E-05
DataValue, -61, 3.3308E-05
DataValue, -62, 3.3506E-05
DataValue, -63, 3.3690000000000004E-05
DataValue, -64, 3.3898E-05
DataValue, -65, 3.4064000000000005E-05
DataValue, -66, 3.426E-05
DataValue, -67, 3.4424E-05
DataValue, -68, 3.4616E-05
DataValue, -69, 3.4798E-05
DataValue, -70, 3.4968E-05
DataValue, -71, 3.5128E-05
DataValue, -72, 3.531E-05
DataValue, -73, 3.549E-05
DataValue, -74, 3.567E-05
DataValue, -75, 3.5824E-05
DataValue, -76, 3.5998E-05
DataValue, -77, 3.616E-05
DataValue, -78, 3.6298000000000004E-05
DataValue, -79, 3.6448E-05
DataValue, -80, 3.6616E-05
DataValue, -81, 3.6764E-05
DataValue, -82, 3.6912E-05
DataValue, -83, 3.707E-05
DataValue, -84, 3.7214E-05
DataValue, -85, 3.7372E-05
DataValue, -86, 3.7518E-05
DataValue, -87, 3.7656E-05
DataValue, -88, 3.7788E-05
DataValue, -89, 3.7936000000000004E-05
DataValue, -90, 3.8066000000000005E-05
DataValue, -91, 3.8202000000000005E-05
DataValue, -92, 3.8314E-05
DataValue, -93, 3.8456E-05
DataValue, -94, 3.8574E-05
DataValue, -95, 3.8712000000000005E-05
DataValue, -96, 3.8842E-05
DataValue, -97, 3.8946E-05
DataValue, -98, 3.9082E-05
DataValue, -99, 3.9188E-05
DataValue, -100, 3.9318E-05
