
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
DataValue, 50, 5.6805000000000009E-06
DataValue, 49, 5.6759E-06
DataValue, 48, 5.6366E-06
DataValue, 47, 5.6305000000000006E-06
DataValue, 46, 5.619100000000001E-06
DataValue, 45, 5.5926000000000005E-06
DataValue, 44, 5.5702000000000005E-06
DataValue, 43, 5.5598000000000005E-06
DataValue, 42, 5.5531E-06
DataValue, 41, 5.5187E-06
DataValue, 40, 5.4928E-06
DataValue, 39, 5.4093000000000009E-06
DataValue, 38, 5.3876000000000007E-06
DataValue, 37, 5.3547000000000006E-06
DataValue, 36, 5.3691000000000008E-06
DataValue, 35, 5.3659000000000006E-06
DataValue, 34, 5.3687000000000008E-06
DataValue, 33, 5.3952000000000005E-06
DataValue, 32, 5.4008000000000009E-06
DataValue, 31, 5.4180000000000005E-06
DataValue, 30, 5.4258000000000006E-06
DataValue, 29, 5.4399E-06
DataValue, 28, 5.4581E-06
DataValue, 27, 5.4774E-06
DataValue, 26, 5.5143000000000007E-06
DataValue, 25, 5.556900000000001E-06
DataValue, 24, 5.5971E-06
DataValue, 23, 5.6391000000000008E-06
DataValue, 22, 5.7088E-06
DataValue, 21, 5.7809000000000008E-06
DataValue, 20, 5.8445000000000005E-06
DataValue, 19, 5.920800000000001E-06
DataValue, 18, 6.0095000000000007E-06
DataValue, 17, 6.1010000000000005E-06
DataValue, 16, 6.2126000000000005E-06
DataValue, 15, 6.3126E-06
DataValue, 14, 6.4243000000000005E-06
DataValue, 13, 6.5542000000000007E-06
DataValue, 12, 6.6831000000000004E-06
DataValue, 11, 6.8256E-06
DataValue, 10, 6.9622000000000009E-06
DataValue, 9, 7.1349000000000009E-06
DataValue, 8, 7.2899000000000011E-06
DataValue, 7, 7.4619000000000005E-06
DataValue, 6, 7.6373E-06
DataValue, 5, 7.8169000000000013E-06
DataValue, 4, 7.984400000000001E-06
DataValue, 3, 8.1664E-06
DataValue, 2, 8.3511E-06
DataValue, 1, 8.528300000000001E-06
DataValue, 0, 8.7224000000000014E-06
DataValue, -1, 8.9286000000000012E-06
DataValue, -2, 9.120100000000001E-06
DataValue, -3, 9.3274000000000015E-06
DataValue, -4, 9.5160000000000017E-06
DataValue, -5, 9.6987E-06
DataValue, -6, 9.8879E-06
DataValue, -7, 1.0083600000000001E-05
DataValue, -8, 1.0282300000000002E-05
DataValue, -9, 1.0472900000000001E-05
DataValue, -10, 1.0663000000000001E-05
DataValue, -11, 1.0840200000000002E-05
DataValue, -12, 1.10358E-05
DataValue, -13, 1.1218100000000002E-05
DataValue, -14, 1.1404000000000001E-05
DataValue, -15, 1.162E-05
DataValue, -16, 1.1764000000000001E-05
DataValue, -17, 1.1930000000000001E-05
DataValue, -18, 1.2100000000000001E-05
DataValue, -19, 1.2270000000000001E-05
DataValue, -20, 1.2458E-05
DataValue, -21, 1.2618E-05
DataValue, -22, 1.2780000000000001E-05
DataValue, -23, 1.2966000000000001E-05
DataValue, -24, 1.313E-05
DataValue, -25, 1.3312E-05
DataValue, -26, 1.3466000000000001E-05
DataValue, -27, 1.3624E-05
DataValue, -28, 1.3792000000000001E-05
DataValue, -29, 1.3958000000000001E-05
DataValue, -30, 1.4132000000000001E-05
DataValue, -31, 1.4304E-05
DataValue, -32, 1.4452E-05
DataValue, -33, 1.4614000000000001E-05
DataValue, -34, 1.4772E-05
DataValue, -35, 1.4924E-05
DataValue, -36, 1.5068E-05
DataValue, -37, 1.5238E-05
DataValue, -38, 1.542E-05
DataValue, -39, 1.5558E-05
DataValue, -40, 1.5700000000000002E-05
DataValue, -41, 1.5862E-05
DataValue, -42, 1.6E-05
DataValue, -43, 1.6144E-05
DataValue, -44, 1.6298000000000002E-05
DataValue, -45, 1.6422E-05
DataValue, -46, 1.6556000000000002E-05
DataValue, -47, 1.6684E-05
DataValue, -48, 1.6828000000000002E-05
DataValue, -49, 1.6946E-05
DataValue, -50, 1.7096E-05
DataValue, -51, 1.7202E-05
DataValue, -52, 1.7306E-05
DataValue, -53, 1.7436E-05
DataValue, -54, 1.7562000000000002E-05
DataValue, -55, 1.7686E-05
DataValue, -56, 1.7774E-05
DataValue, -57, 1.7898E-05
DataValue, -58, 1.8E-05
DataValue, -59, 1.8108E-05
DataValue, -60, 1.8232E-05
DataValue, -61, 1.8370000000000002E-05
DataValue, -62, 1.846E-05
DataValue, -63, 1.8528E-05
DataValue, -64, 1.8646E-05
DataValue, -65, 1.8712E-05
DataValue, -66, 1.883E-05
DataValue, -67, 1.8954000000000002E-05
DataValue, -68, 1.9016000000000002E-05
DataValue, -69, 1.9084000000000002E-05
DataValue, -70, 1.9174E-05
DataValue, -71, 1.9268E-05
DataValue, -72, 1.9354E-05
DataValue, -73, 1.9462E-05
DataValue, -74, 1.9546000000000002E-05
DataValue, -75, 1.9618E-05
DataValue, -76, 1.9702000000000002E-05
DataValue, -77, 1.9766E-05
DataValue, -78, 1.9862E-05
DataValue, -79, 1.9916E-05
DataValue, -80, 2.0016E-05
DataValue, -81, 2.0092E-05
DataValue, -82, 2.0146E-05
DataValue, -83, 2.0226E-05
DataValue, -84, 2.0312E-05
DataValue, -85, 2.0384E-05
DataValue, -86, 2.0436000000000002E-05
DataValue, -87, 2.052E-05
DataValue, -88, 2.0572000000000002E-05
DataValue, -89, 2.0662E-05
DataValue, -90, 2.0736E-05
DataValue, -91, 2.0808E-05
DataValue, -92, 2.0874E-05
DataValue, -93, 2.093E-05
DataValue, -94, 2.0994E-05
DataValue, -95, 2.1058E-05
DataValue, -96, 2.1118E-05
DataValue, -97, 2.1176000000000002E-05
DataValue, -98, 2.1234E-05
DataValue, -99, 2.1302E-05
DataValue, -100, 2.1338E-05
