
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
DataValue, 51, 5.6296E-06
DataValue, 50, 5.6172E-06
DataValue, 49, 5.5896000000000007E-06
DataValue, 48, 5.5727000000000009E-06
DataValue, 47, 5.5660000000000006E-06
DataValue, 46, 5.548800000000001E-06
DataValue, 45, 5.5166000000000007E-06
DataValue, 44, 5.5045E-06
DataValue, 43, 5.4864000000000005E-06
DataValue, 42, 5.4721000000000005E-06
DataValue, 41, 5.4644000000000006E-06
DataValue, 40, 5.4270000000000007E-06
DataValue, 39, 5.4337E-06
DataValue, 38, 5.4085000000000008E-06
DataValue, 37, 5.3893E-06
DataValue, 36, 5.3742E-06
DataValue, 35, 5.3587000000000009E-06
DataValue, 34, 5.336E-06
DataValue, 33, 5.3329E-06
DataValue, 32, 5.3236E-06
DataValue, 31, 5.3181000000000008E-06
DataValue, 30, 5.2997E-06
DataValue, 29, 5.2816E-06
DataValue, 28, 5.2676E-06
DataValue, 27, 5.2633000000000009E-06
DataValue, 26, 5.2458000000000007E-06
DataValue, 25, 5.2517000000000009E-06
DataValue, 24, 5.2469000000000005E-06
DataValue, 23, 5.2368E-06
DataValue, 22, 5.2320000000000009E-06
DataValue, 21, 5.2336E-06
DataValue, 20, 5.2411000000000005E-06
DataValue, 19, 5.263E-06
DataValue, 18, 5.2761E-06
DataValue, 17, 5.2881E-06
DataValue, 16, 5.3109E-06
DataValue, 15, 5.3322E-06
DataValue, 14, 5.3566000000000005E-06
DataValue, 13, 5.3867000000000005E-06
DataValue, 12, 5.4167E-06
DataValue, 11, 5.4708E-06
DataValue, 10, 5.5278000000000007E-06
DataValue, 9, 5.5829E-06
DataValue, 8, 5.6411000000000009E-06
DataValue, 7, 5.7093000000000005E-06
DataValue, 6, 5.7779E-06
DataValue, 5, 5.859000000000001E-06
DataValue, 4, 5.9553E-06
DataValue, 3, 6.0727E-06
DataValue, 2, 6.1764000000000007E-06
DataValue, 1, 6.2941000000000004E-06
DataValue, 0, 6.4131000000000005E-06
DataValue, -1, 6.558600000000001E-06
DataValue, -2, 6.7092000000000009E-06
DataValue, -3, 6.910100000000001E-06
DataValue, -4, 7.1799000000000005E-06
DataValue, -5, 7.5191000000000006E-06
DataValue, -6, 7.7902E-06
DataValue, -7, 8.0118E-06
DataValue, -8, 8.2158E-06
DataValue, -9, 8.3889E-06
DataValue, -10, 8.5578000000000013E-06
DataValue, -11, 8.7254000000000012E-06
DataValue, -12, 8.8883000000000009E-06
DataValue, -13, 9.043600000000001E-06
DataValue, -14, 9.1887E-06
DataValue, -15, 9.3448E-06
DataValue, -16, 9.507E-06
DataValue, -17, 9.6847E-06
DataValue, -18, 9.8447E-06
DataValue, -19, 1.0005600000000001E-05
DataValue, -20, 1.0171600000000001E-05
DataValue, -21, 1.03299E-05
DataValue, -22, 1.0510900000000001E-05
DataValue, -23, 1.0665300000000001E-05
DataValue, -24, 1.0828E-05
DataValue, -25, 1.1007600000000001E-05
DataValue, -26, 1.11912E-05
DataValue, -27, 1.1356800000000001E-05
DataValue, -28, 1.1500600000000001E-05
DataValue, -29, 1.1754E-05
DataValue, -30, 1.1898E-05
DataValue, -31, 1.2038E-05
DataValue, -32, 1.2206E-05
DataValue, -33, 1.2366E-05
DataValue, -34, 1.2542000000000001E-05
DataValue, -35, 1.2704E-05
DataValue, -36, 1.2864E-05
DataValue, -37, 1.303E-05
DataValue, -38, 1.32E-05
DataValue, -39, 1.3366E-05
DataValue, -40, 1.3538E-05
DataValue, -41, 1.3706E-05
DataValue, -42, 1.3888E-05
DataValue, -43, 1.4042E-05
DataValue, -44, 1.4206000000000001E-05
DataValue, -45, 1.4362E-05
DataValue, -46, 1.4518E-05
DataValue, -47, 1.4674E-05
DataValue, -48, 1.4828000000000001E-05
DataValue, -49, 1.4974000000000001E-05
DataValue, -50, 1.5122E-05
DataValue, -51, 1.5258E-05
DataValue, -52, 1.5414000000000002E-05
DataValue, -53, 1.5570000000000002E-05
DataValue, -54, 1.5708E-05
DataValue, -55, 1.5852E-05
DataValue, -56, 1.5998E-05
DataValue, -57, 1.6132E-05
DataValue, -58, 1.6272E-05
DataValue, -59, 1.6398E-05
DataValue, -60, 1.6528E-05
DataValue, -61, 1.6642E-05
DataValue, -62, 1.6774E-05
DataValue, -63, 1.6892E-05
DataValue, -64, 1.7006E-05
DataValue, -65, 1.7136E-05
DataValue, -66, 1.7246E-05
DataValue, -67, 1.7378000000000002E-05
DataValue, -68, 1.7482E-05
DataValue, -69, 1.7598E-05
DataValue, -70, 1.7712E-05
DataValue, -71, 1.7826000000000002E-05
DataValue, -72, 1.7914E-05
DataValue, -73, 1.8002E-05
DataValue, -74, 1.81E-05
DataValue, -75, 1.821E-05
DataValue, -76, 1.831E-05
DataValue, -77, 1.8396E-05
DataValue, -78, 1.8484E-05
DataValue, -79, 1.8566E-05
DataValue, -80, 1.8652E-05
DataValue, -81, 1.8744000000000002E-05
DataValue, -82, 1.884E-05
DataValue, -83, 1.8926E-05
DataValue, -84, 1.901E-05
DataValue, -85, 1.908E-05
DataValue, -86, 1.9166E-05
DataValue, -87, 1.9234E-05
DataValue, -88, 1.933E-05
DataValue, -89, 1.9402E-05
DataValue, -90, 1.9488E-05
DataValue, -91, 1.9564E-05
DataValue, -92, 1.9642E-05
DataValue, -93, 1.972E-05
DataValue, -94, 1.9810000000000002E-05
DataValue, -95, 1.9902E-05
DataValue, -96, 1.9974000000000002E-05
DataValue, -97, 2.004E-05
DataValue, -98, 2.0136E-05
DataValue, -99, 2.0222E-05
DataValue, -100, 2.0292E-05
