
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
DataValue, 51, 5.6044000000000009E-06
DataValue, 50, 5.5693E-06
DataValue, 49, 5.5471000000000006E-06
DataValue, 48, 5.5209000000000008E-06
DataValue, 47, 5.5003000000000005E-06
DataValue, 46, 5.4793E-06
DataValue, 45, 5.4502000000000008E-06
DataValue, 44, 5.4270000000000007E-06
DataValue, 43, 5.4093000000000009E-06
DataValue, 42, 5.3836000000000004E-06
DataValue, 41, 5.3635E-06
DataValue, 40, 5.3557E-06
DataValue, 39, 5.3350000000000006E-06
DataValue, 38, 5.3236E-06
DataValue, 37, 5.3118000000000005E-06
DataValue, 36, 5.2888000000000009E-06
DataValue, 35, 5.2759000000000006E-06
DataValue, 34, 5.2815E-06
DataValue, 33, 5.2703E-06
DataValue, 32, 5.2707E-06
DataValue, 31, 5.2692E-06
DataValue, 30, 5.2776000000000009E-06
DataValue, 29, 5.2716000000000005E-06
DataValue, 28, 5.2743000000000005E-06
DataValue, 27, 5.2997E-06
DataValue, 26, 5.3117E-06
DataValue, 25, 5.3431000000000006E-06
DataValue, 24, 5.3777E-06
DataValue, 23, 5.4053000000000006E-06
DataValue, 22, 5.4405000000000007E-06
DataValue, 21, 5.4786E-06
DataValue, 20, 5.5243000000000006E-06
DataValue, 19, 5.5779E-06
DataValue, 18, 5.6392E-06
DataValue, 17, 5.7040000000000008E-06
DataValue, 16, 5.7694E-06
DataValue, 15, 5.844E-06
DataValue, 14, 5.9274E-06
DataValue, 13, 6.0125000000000005E-06
DataValue, 12, 6.115100000000001E-06
DataValue, 11, 6.2335000000000005E-06
DataValue, 10, 6.3495000000000008E-06
DataValue, 9, 6.4523000000000009E-06
DataValue, 8, 6.5919E-06
DataValue, 7, 6.7232E-06
DataValue, 6, 6.8712E-06
DataValue, 5, 7.0215000000000005E-06
DataValue, 4, 7.1862000000000008E-06
DataValue, 3, 7.3423000000000008E-06
DataValue, 2, 7.4968000000000008E-06
DataValue, 1, 7.656800000000001E-06
DataValue, 0, 7.8130000000000013E-06
DataValue, -1, 7.9823000000000015E-06
DataValue, -2, 8.1507000000000014E-06
DataValue, -3, 8.3358E-06
DataValue, -4, 8.508E-06
DataValue, -5, 8.683600000000001E-06
DataValue, -6, 8.855E-06
DataValue, -7, 9.0345000000000013E-06
DataValue, -8, 9.2130000000000014E-06
DataValue, -9, 9.4039000000000016E-06
DataValue, -10, 9.5884000000000012E-06
DataValue, -11, 9.776800000000001E-06
DataValue, -12, 9.9673E-06
DataValue, -13, 1.0140300000000002E-05
DataValue, -14, 1.0326100000000001E-05
DataValue, -15, 1.0515000000000002E-05
DataValue, -16, 1.0699E-05
DataValue, -17, 1.08845E-05
DataValue, -18, 1.10623E-05
DataValue, -19, 1.1225400000000001E-05
DataValue, -20, 1.13781E-05
DataValue, -21, 1.1626E-05
DataValue, -22, 1.1760000000000001E-05
DataValue, -23, 1.1906000000000001E-05
DataValue, -24, 1.2054E-05
DataValue, -25, 1.2216000000000001E-05
DataValue, -26, 1.2374E-05
DataValue, -27, 1.252E-05
DataValue, -28, 1.2678000000000001E-05
DataValue, -29, 1.2842E-05
DataValue, -30, 1.3008E-05
DataValue, -31, 1.3170000000000001E-05
DataValue, -32, 1.3314E-05
DataValue, -33, 1.3476000000000001E-05
DataValue, -34, 1.3614E-05
DataValue, -35, 1.3778000000000001E-05
DataValue, -36, 1.3936E-05
DataValue, -37, 1.408E-05
DataValue, -38, 1.4238E-05
DataValue, -39, 1.4374E-05
DataValue, -40, 1.4522000000000001E-05
DataValue, -41, 1.4674E-05
DataValue, -42, 1.482E-05
DataValue, -43, 1.4962E-05
DataValue, -44, 1.5106E-05
DataValue, -45, 1.5238E-05
DataValue, -46, 1.5372E-05
DataValue, -47, 1.5516000000000002E-05
DataValue, -48, 1.564E-05
DataValue, -49, 1.578E-05
DataValue, -50, 1.5912E-05
DataValue, -51, 1.6044E-05
DataValue, -52, 1.6168000000000002E-05
DataValue, -53, 1.6282E-05
DataValue, -54, 1.6422E-05
DataValue, -55, 1.654E-05
DataValue, -56, 1.667E-05
DataValue, -57, 1.6786E-05
DataValue, -58, 1.6888E-05
DataValue, -59, 1.7008E-05
DataValue, -60, 1.7116E-05
DataValue, -61, 1.7238E-05
DataValue, -62, 1.7354E-05
DataValue, -63, 1.7464E-05
DataValue, -64, 1.7574E-05
DataValue, -65, 1.7688E-05
DataValue, -66, 1.7806000000000002E-05
DataValue, -67, 1.7908000000000002E-05
DataValue, -68, 1.8006E-05
DataValue, -69, 1.8116E-05
DataValue, -70, 1.8204E-05
DataValue, -71, 1.8324E-05
DataValue, -72, 1.8432E-05
DataValue, -73, 1.8516E-05
DataValue, -74, 1.861E-05
DataValue, -75, 1.8712E-05
DataValue, -76, 1.8794E-05
DataValue, -77, 1.8894E-05
DataValue, -78, 1.8988000000000002E-05
DataValue, -79, 1.9086E-05
DataValue, -80, 1.917E-05
DataValue, -81, 1.9264E-05
DataValue, -82, 1.934E-05
DataValue, -83, 1.9426E-05
DataValue, -84, 1.9502E-05
DataValue, -85, 1.9584E-05
DataValue, -86, 1.9658E-05
DataValue, -87, 1.9742000000000002E-05
DataValue, -88, 1.98E-05
DataValue, -89, 1.988E-05
DataValue, -90, 1.9968E-05
DataValue, -91, 2.0044E-05
DataValue, -92, 2.012E-05
DataValue, -93, 2.0188E-05
DataValue, -94, 2.0246000000000002E-05
DataValue, -95, 2.0306000000000002E-05
DataValue, -96, 2.038E-05
DataValue, -97, 2.0454E-05
DataValue, -98, 2.0514E-05
DataValue, -99, 2.0582E-05
DataValue, -100, 2.0634E-05
