
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
DataValue, 49, 5.7718E-06
DataValue, 48, 5.7861E-06
DataValue, 47, 5.8074000000000005E-06
DataValue, 46, 5.834E-06
DataValue, 45, 5.8693000000000007E-06
DataValue, 44, 5.9045000000000008E-06
DataValue, 43, 5.951E-06
DataValue, 42, 6.0003000000000008E-06
DataValue, 41, 6.065E-06
DataValue, 40, 6.1408000000000006E-06
DataValue, 39, 6.2237E-06
DataValue, 38, 6.3195E-06
DataValue, 37, 6.4227E-06
DataValue, 36, 6.5402000000000005E-06
DataValue, 35, 6.6685000000000006E-06
DataValue, 34, 6.8138000000000007E-06
DataValue, 33, 6.9753000000000008E-06
DataValue, 32, 7.1525000000000006E-06
DataValue, 31, 7.3432000000000011E-06
DataValue, 30, 7.5435000000000007E-06
DataValue, 29, 7.7537E-06
DataValue, 28, 7.9845000000000012E-06
DataValue, 27, 8.2244E-06
DataValue, 26, 8.4876000000000015E-06
DataValue, 25, 8.7597E-06
DataValue, 24, 9.0427E-06
DataValue, 23, 9.3282000000000016E-06
DataValue, 22, 9.6242000000000018E-06
DataValue, 21, 9.9258E-06
DataValue, 20, 1.0238400000000002E-05
DataValue, 19, 1.0552700000000002E-05
DataValue, 18, 1.0882700000000002E-05
DataValue, 17, 1.1213200000000001E-05
DataValue, 16, 1.15E-05
DataValue, 15, 1.184E-05
DataValue, 14, 1.218E-05
DataValue, 13, 1.253E-05
DataValue, 12, 1.287E-05
DataValue, 11, 1.3212E-05
DataValue, 10, 1.3548E-05
DataValue, 9, 1.389E-05
DataValue, 8, 1.4234000000000001E-05
DataValue, 7, 1.4576E-05
DataValue, 6, 1.4912E-05
DataValue, 5, 1.5248E-05
DataValue, 4, 1.5582E-05
DataValue, 3, 1.592E-05
DataValue, 2, 1.626E-05
DataValue, 1, 1.6592E-05
DataValue, 0, 1.6924E-05
DataValue, -1, 1.7252E-05
DataValue, -2, 1.7584E-05
DataValue, -3, 1.791E-05
DataValue, -4, 1.8236E-05
DataValue, -5, 1.8558E-05
DataValue, -6, 1.8886000000000002E-05
DataValue, -7, 1.9196E-05
DataValue, -8, 1.9512000000000002E-05
DataValue, -9, 1.9832E-05
DataValue, -10, 2.0146E-05
DataValue, -11, 2.0458E-05
DataValue, -12, 2.0772E-05
DataValue, -13, 2.1078E-05
DataValue, -14, 2.1386E-05
DataValue, -15, 2.169E-05
DataValue, -16, 2.1996E-05
DataValue, -17, 2.2290000000000002E-05
DataValue, -18, 2.2592E-05
DataValue, -19, 2.289E-05
DataValue, -20, 2.3184E-05
DataValue, -21, 2.3482E-05
DataValue, -22, 2.3766000000000003E-05
DataValue, -23, 2.4054E-05
DataValue, -24, 2.4332E-05
DataValue, -25, 2.4624E-05
DataValue, -26, 2.4900000000000002E-05
DataValue, -27, 2.5172000000000002E-05
DataValue, -28, 2.5450000000000002E-05
DataValue, -29, 2.571E-05
DataValue, -30, 2.5978E-05
DataValue, -31, 2.6256E-05
DataValue, -32, 2.6526E-05
DataValue, -33, 2.6788000000000002E-05
DataValue, -34, 2.7040000000000002E-05
DataValue, -35, 2.731E-05
DataValue, -36, 2.7556000000000002E-05
DataValue, -37, 2.781E-05
DataValue, -38, 2.8066000000000002E-05
DataValue, -39, 2.832E-05
DataValue, -40, 2.8564E-05
DataValue, -41, 2.8808000000000003E-05
DataValue, -42, 2.9046E-05
DataValue, -43, 2.9284E-05
DataValue, -44, 2.9522E-05
DataValue, -45, 2.976E-05
DataValue, -46, 2.9986E-05
DataValue, -47, 3.0206000000000002E-05
DataValue, -48, 3.0436E-05
DataValue, -49, 3.067E-05
DataValue, -50, 3.088E-05
DataValue, -51, 3.112E-05
DataValue, -52, 3.134E-05
DataValue, -53, 3.1556E-05
DataValue, -54, 3.1766E-05
DataValue, -55, 3.1982E-05
DataValue, -56, 3.2166000000000003E-05
DataValue, -57, 3.2384E-05
DataValue, -58, 3.2588E-05
DataValue, -59, 3.2796E-05
DataValue, -60, 3.3002E-05
DataValue, -61, 3.3192000000000003E-05
DataValue, -62, 3.3392E-05
DataValue, -63, 3.359E-05
DataValue, -64, 3.3796E-05
DataValue, -65, 3.3972E-05
DataValue, -66, 3.4168E-05
DataValue, -67, 3.4336E-05
DataValue, -68, 3.4528E-05
DataValue, -69, 3.471E-05
DataValue, -70, 3.4882E-05
DataValue, -71, 3.5058E-05
DataValue, -72, 3.5236E-05
DataValue, -73, 3.5406E-05
DataValue, -74, 3.5576E-05
DataValue, -75, 3.5744E-05
DataValue, -76, 3.5904E-05
DataValue, -77, 3.6072E-05
DataValue, -78, 3.6228E-05
DataValue, -79, 3.6392E-05
DataValue, -80, 3.6554E-05
DataValue, -81, 3.6722E-05
DataValue, -82, 3.6848000000000004E-05
DataValue, -83, 3.7008E-05
DataValue, -84, 3.7154000000000004E-05
DataValue, -85, 3.7294E-05
DataValue, -86, 3.7448000000000005E-05
DataValue, -87, 3.7582E-05
DataValue, -88, 3.7734E-05
DataValue, -89, 3.7856E-05
DataValue, -90, 3.8012E-05
DataValue, -91, 3.8140000000000004E-05
DataValue, -92, 3.8272E-05
DataValue, -93, 3.8404E-05
DataValue, -94, 3.8520000000000004E-05
DataValue, -95, 3.8648E-05
DataValue, -96, 3.8776E-05
DataValue, -97, 3.8904E-05
DataValue, -98, 3.9034E-05
DataValue, -99, 3.9158E-05
DataValue, -100, 3.9276E-05
