
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
DataValue, 49, 5.8355E-06
DataValue, 48, 5.8781000000000005E-06
DataValue, 47, 5.9296000000000008E-06
DataValue, 46, 5.9944000000000006E-06
DataValue, 45, 6.067200000000001E-06
DataValue, 44, 6.1523E-06
DataValue, 43, 6.2421000000000008E-06
DataValue, 42, 6.3418000000000008E-06
DataValue, 41, 6.4531000000000009E-06
DataValue, 40, 6.5763000000000009E-06
DataValue, 39, 6.7180000000000007E-06
DataValue, 38, 6.8731E-06
DataValue, 37, 7.0388000000000011E-06
DataValue, 36, 7.2192000000000011E-06
DataValue, 35, 7.4073000000000011E-06
DataValue, 34, 7.609300000000001E-06
DataValue, 33, 7.8229000000000009E-06
DataValue, 32, 8.052E-06
DataValue, 31, 8.294200000000001E-06
DataValue, 30, 8.5496E-06
DataValue, 29, 8.8147E-06
DataValue, 28, 9.083000000000001E-06
DataValue, 27, 9.359600000000001E-06
DataValue, 26, 9.6442000000000016E-06
DataValue, 25, 9.9433E-06
DataValue, 24, 1.0244500000000002E-05
DataValue, 23, 1.0553400000000001E-05
DataValue, 22, 1.0863800000000001E-05
DataValue, 21, 1.1170700000000001E-05
DataValue, 20, 1.1478000000000001E-05
DataValue, 19, 1.1798000000000001E-05
DataValue, 18, 1.2122E-05
DataValue, 17, 1.2444E-05
DataValue, 16, 1.2772E-05
DataValue, 15, 1.3094E-05
DataValue, 14, 1.3412E-05
DataValue, 13, 1.374E-05
DataValue, 12, 1.4056E-05
DataValue, 11, 1.4378E-05
DataValue, 10, 1.4704E-05
DataValue, 9, 1.5024E-05
DataValue, 8, 1.5344E-05
DataValue, 7, 1.5664E-05
DataValue, 6, 1.5984E-05
DataValue, 5, 1.6306E-05
DataValue, 4, 1.6626E-05
DataValue, 3, 1.6948E-05
DataValue, 2, 1.726E-05
DataValue, 1, 1.7578E-05
DataValue, 0, 1.789E-05
DataValue, -1, 1.8202E-05
DataValue, -2, 1.8516E-05
DataValue, -3, 1.8822E-05
DataValue, -4, 1.912E-05
DataValue, -5, 1.9424E-05
DataValue, -6, 1.9724E-05
DataValue, -7, 2.0034E-05
DataValue, -8, 2.0336E-05
DataValue, -9, 2.0644E-05
DataValue, -10, 2.0928E-05
DataValue, -11, 2.1232E-05
DataValue, -12, 2.152E-05
DataValue, -13, 2.1812E-05
DataValue, -14, 2.2104E-05
DataValue, -15, 2.2394E-05
DataValue, -16, 2.2676E-05
DataValue, -17, 2.2956000000000002E-05
DataValue, -18, 2.3234E-05
DataValue, -19, 2.351E-05
DataValue, -20, 2.379E-05
DataValue, -21, 2.4064000000000002E-05
DataValue, -22, 2.4350000000000002E-05
DataValue, -23, 2.4624E-05
DataValue, -24, 2.4876E-05
DataValue, -25, 2.5152000000000002E-05
DataValue, -26, 2.5416000000000002E-05
DataValue, -27, 2.5684E-05
DataValue, -28, 2.5944E-05
DataValue, -29, 2.6206E-05
DataValue, -30, 2.646E-05
DataValue, -31, 2.6704E-05
DataValue, -32, 2.6964E-05
DataValue, -33, 2.7212E-05
DataValue, -34, 2.7464E-05
DataValue, -35, 2.7704E-05
DataValue, -36, 2.7944000000000002E-05
DataValue, -37, 2.819E-05
DataValue, -38, 2.8432E-05
DataValue, -39, 2.867E-05
DataValue, -40, 2.8912E-05
DataValue, -41, 2.9140000000000002E-05
DataValue, -42, 2.936E-05
DataValue, -43, 2.9604E-05
DataValue, -44, 2.9836E-05
DataValue, -45, 3.0066E-05
DataValue, -46, 3.0278E-05
DataValue, -47, 3.0504E-05
DataValue, -48, 3.0712E-05
DataValue, -49, 3.0934E-05
DataValue, -50, 3.1140000000000003E-05
DataValue, -51, 3.1358E-05
DataValue, -52, 3.1572E-05
DataValue, -53, 3.1780000000000004E-05
DataValue, -54, 3.1982E-05
DataValue, -55, 3.2184E-05
DataValue, -56, 3.2378E-05
DataValue, -57, 3.2598E-05
DataValue, -58, 3.2794E-05
DataValue, -59, 3.2988E-05
DataValue, -60, 3.3174000000000005E-05
DataValue, -61, 3.337E-05
DataValue, -62, 3.3560000000000004E-05
DataValue, -63, 3.3758000000000004E-05
DataValue, -64, 3.3946E-05
DataValue, -65, 3.412E-05
DataValue, -66, 3.4298E-05
DataValue, -67, 3.4488E-05
DataValue, -68, 3.4678E-05
DataValue, -69, 3.4846E-05
DataValue, -70, 3.502E-05
DataValue, -71, 3.5202E-05
DataValue, -72, 3.5366E-05
DataValue, -73, 3.554E-05
DataValue, -74, 3.5706E-05
DataValue, -75, 3.5864E-05
DataValue, -76, 3.6022E-05
DataValue, -77, 3.617E-05
DataValue, -78, 3.6348E-05
DataValue, -79, 3.6504E-05
DataValue, -80, 3.6664E-05
DataValue, -81, 3.6804E-05
DataValue, -82, 3.6958E-05
DataValue, -83, 3.7106E-05
DataValue, -84, 3.7264E-05
DataValue, -85, 3.7418E-05
DataValue, -86, 3.7546E-05
DataValue, -87, 3.768E-05
DataValue, -88, 3.781E-05
DataValue, -89, 3.7954E-05
DataValue, -90, 3.8102E-05
DataValue, -91, 3.8234E-05
DataValue, -92, 3.8378000000000004E-05
DataValue, -93, 3.8492000000000003E-05
DataValue, -94, 3.8612E-05
DataValue, -95, 3.8744E-05
DataValue, -96, 3.8868E-05
DataValue, -97, 3.8984E-05
DataValue, -98, 3.911E-05
DataValue, -99, 3.9236E-05
DataValue, -100, 3.9336000000000004E-05
